Station ID,Station Name,Province,Reported Station,Rainfall (mm),Date
41743,DADU,Sindh,DADU,3,"31 Dec, 2025"
41508,DIR,KPK,DIR,20,"31 Dec, 2025"
41516,GILGIT,GB,GILGIT,0,"31 Dec, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,13,"31 Dec, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"31 Dec, 2025"
41756,JIWANI,Balochistan,JIWANI,6,"31 Dec, 2025"
41696,KALAT,Balochistan,KALAT,2,"31 Dec, 2025"
41780,KARACHI,Sindh,KARACHI,1,"31 Dec, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,3,"31 Dec, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,10,"31 Dec, 2025"
41675,MULTAN,Punjab,MULTAN,0,"31 Dec, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,1,"31 Dec, 2025"
41660,QUETTA,Balochistan,QUETTA,14,"31 Dec, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"31 Dec, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,5,"31 Dec, 2025"
41517,SKARDU,GB,SKARDU,0,"31 Dec, 2025"
41724,SUKKUR,Sindh,SUKKUR,24,"31 Dec, 2025"
41783,THATTA,Sindh,THATTA,0,"31 Dec, 2025"
41738,TURBAT,Balochistan,TURBAT,14,"31 Dec, 2025"
41506,CHITRAL,KPK,CHITRAL,1,"30 Dec, 2025"
41743,DADU,Sindh,DADU,1,"30 Dec, 2025"
41757,GWADAR,Balochistan,GWADAR,0,"30 Dec, 2025"
41756,JIWANI,Balochistan,JIWANI,7,"30 Dec, 2025"
41660,QUETTA,Balochistan,QUETTA,0,"30 Dec, 2025"
41520,ASTORE,GB,ASTORE,6,"24 Dec, 2025"
41535,Abbotabad,KPK,Abbotabad,9,"24 Dec, 2025"
41506,CHITRAL,KPK,CHITRAL,5,"24 Dec, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,21,"24 Dec, 2025"
41516,GILGIT,GB,GILGIT,1,"24 Dec, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"24 Dec, 2025"
41640,LAHORE,Punjab,LAHORE,0,"24 Dec, 2025"
41573,MURREE,Punjab,MURREE,16,"24 Dec, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,18,"24 Dec, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,0,"24 Dec, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,20,"24 Dec, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,3,"24 Dec, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,2,"24 Dec, 2025"
43536,Srinagar,Kashmir,Srinagar,1,"24 Dec, 2025"
41520,ASTORE,GB,ASTORE,6,"23 Dec, 2025"
41535,Abbotabad,KPK,Abbotabad,9,"23 Dec, 2025"
41506,CHITRAL,KPK,CHITRAL,5,"23 Dec, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,21,"23 Dec, 2025"
41516,GILGIT,GB,GILGIT,1,"23 Dec, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"23 Dec, 2025"
41640,LAHORE,Punjab,LAHORE,0,"23 Dec, 2025"
41573,MURREE,Punjab,MURREE,16,"23 Dec, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,18,"23 Dec, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,0,"23 Dec, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,20,"23 Dec, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,3,"23 Dec, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,2,"23 Dec, 2025"
43536,Srinagar,Kashmir,Srinagar,1,"23 Dec, 2025"
41520,ASTORE,GB,ASTORE,16,"22 Dec, 2025"
41535,Abbotabad,KPK,Abbotabad,11,"22 Dec, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,9,"22 Dec, 2025"
41506,CHITRAL,KPK,CHITRAL,0,"22 Dec, 2025"
41508,DIR,KPK,DIR,8,"22 Dec, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,23,"22 Dec, 2025"
41516,GILGIT,GB,GILGIT,1,"22 Dec, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,7,"22 Dec, 2025"
41598,JHELUM,Punjab,JHELUM,4,"22 Dec, 2025"
41640,LAHORE,Punjab,LAHORE,0,"22 Dec, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,12,"22 Dec, 2025"
41573,MURREE,Punjab,MURREE,19,"22 Dec, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,8,"22 Dec, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,4,"22 Dec, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,7,"22 Dec, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,6,"22 Dec, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"22 Dec, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,12,"22 Dec, 2025"
41593,SARGODHA,Punjab,SARGODHA,1,"22 Dec, 2025"
41517,SKARDU,GB,SKARDU,7,"22 Dec, 2025"
41506,CHITRAL,KPK,CHITRAL,1,"16 Dec, 2025"
41506,CHITRAL,KPK,CHITRAL,1,"15 Dec, 2025"
41520,ASTORE,GB,ASTORE,13,"05 Nov, 2025"
41535,Abbotabad,KPK,Abbotabad,20,"05 Nov, 2025"
41508,DIR,KPK,DIR,11,"05 Nov, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,18,"05 Nov, 2025"
41516,GILGIT,GB,GILGIT,2,"05 Nov, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,10,"05 Nov, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,8,"05 Nov, 2025"
41573,MURREE,Punjab,MURREE,4,"05 Nov, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,6,"05 Nov, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,10,"05 Nov, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,1,"05 Nov, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,51,"05 Nov, 2025"
41517,SKARDU,GB,SKARDU,1,"05 Nov, 2025"
41786,MITHI,Sindh,MITHI,22,"04 Nov, 2025"
41786,MITHI,Sindh,MITHI,22,"03 Nov, 2025"
41505,HUNZA,GB,HUNZA,0,"13 Oct, 2025"
41508,DIR,KPK,DIR,1,"08 Oct, 2025"
41516,GILGIT,GB,GILGIT,1,"08 Oct, 2025"
41517,SKARDU,GB,SKARDU,2,"08 Oct, 2025"
41520,ASTORE,GB,ASTORE,5,"07 Oct, 2025"
41535,Abbotabad,KPK,Abbotabad,46,"07 Oct, 2025"
41562,BANNU,KPK,BANNU,2,"07 Oct, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,1,"07 Oct, 2025"
41506,CHITRAL,KPK,CHITRAL,1,"07 Oct, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,1,"07 Oct, 2025"
41508,DIR,KPK,DIR,7,"07 Oct, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,0,"07 Oct, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,60,"07 Oct, 2025"
41516,GILGIT,GB,GILGIT,1,"07 Oct, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,29,"07 Oct, 2025"
41598,JHELUM,Punjab,JHELUM,12,"07 Oct, 2025"
41640,LAHORE,Punjab,LAHORE,2,"07 Oct, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,15,"07 Oct, 2025"
41675,MULTAN,Punjab,MULTAN,4,"07 Oct, 2025"
41573,MURREE,Punjab,MURREE,62,"07 Oct, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,75,"07 Oct, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,10,"07 Oct, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,69,"07 Oct, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,28,"07 Oct, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"07 Oct, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,5,"07 Oct, 2025"
41593,SARGODHA,Punjab,SARGODHA,9,"07 Oct, 2025"
41517,SKARDU,GB,SKARDU,4,"07 Oct, 2025"
41520,ASTORE,GB,ASTORE,0,"06 Oct, 2025"
41535,Abbotabad,KPK,Abbotabad,11,"06 Oct, 2025"
41567,Attock,Punjab,Attock,10,"06 Oct, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,44,"06 Oct, 2025"
41506,CHITRAL,KPK,CHITRAL,1,"06 Oct, 2025"
41652,D G KHAN,Punjab,D G KHAN,3,"06 Oct, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,7,"06 Oct, 2025"
41508,DIR,KPK,DIR,23,"06 Oct, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,35,"06 Oct, 2025"
41516,GILGIT,GB,GILGIT,0,"06 Oct, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"06 Oct, 2025"
41598,JHELUM,Punjab,JHELUM,18,"06 Oct, 2025"
43534,Jammu,Kashmir,Jammu,13,"06 Oct, 2025"
41640,LAHORE,Punjab,LAHORE,16,"06 Oct, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,28,"06 Oct, 2025"
41675,MULTAN,Punjab,MULTAN,49,"06 Oct, 2025"
41573,MURREE,Punjab,MURREE,8,"06 Oct, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,42,"06 Oct, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,16,"06 Oct, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,24,"06 Oct, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,2,"06 Oct, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,8,"06 Oct, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,4,"06 Oct, 2025"
43536,Srinagar,Kashmir,Srinagar,2,"06 Oct, 2025"
41520,ASTORE,GB,ASTORE,2,"05 Oct, 2025"
41562,BANNU,KPK,BANNU,37,"05 Oct, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,1,"05 Oct, 2025"
41508,DIR,KPK,DIR,3,"05 Oct, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,7,"05 Oct, 2025"
43534,Jammu,Kashmir,Jammu,15,"05 Oct, 2025"
41640,LAHORE,Punjab,LAHORE,20,"05 Oct, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,2,"05 Oct, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,3,"05 Oct, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"05 Oct, 2025"
41593,SARGODHA,Punjab,SARGODHA,7,"05 Oct, 2025"
41517,SKARDU,GB,SKARDU,0,"05 Oct, 2025"
43536,Srinagar,Kashmir,Srinagar,1,"05 Oct, 2025"
41520,ASTORE,GB,ASTORE,4,"04 Oct, 2025"
41535,Abbotabad,KPK,Abbotabad,6,"04 Oct, 2025"
41567,Attock,Punjab,Attock,1,"04 Oct, 2025"
41562,BANNU,KPK,BANNU,37,"04 Oct, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,3,"04 Oct, 2025"
41506,CHITRAL,KPK,CHITRAL,1,"04 Oct, 2025"
41652,D G KHAN,Punjab,D G KHAN,0,"04 Oct, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,1,"04 Oct, 2025"
41508,DIR,KPK,DIR,3,"04 Oct, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,7,"04 Oct, 2025"
41516,GILGIT,GB,GILGIT,0,"04 Oct, 2025"
41505,HUNZA,GB,HUNZA,2,"04 Oct, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,0,"04 Oct, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,11,"04 Oct, 2025"
41598,JHELUM,Punjab,JHELUM,2,"04 Oct, 2025"
41640,LAHORE,Punjab,LAHORE,20,"04 Oct, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,2,"04 Oct, 2025"
41573,MURREE,Punjab,MURREE,1,"04 Oct, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,13,"04 Oct, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,3,"04 Oct, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,4,"04 Oct, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"04 Oct, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,0,"04 Oct, 2025"
41593,SARGODHA,Punjab,SARGODHA,7,"04 Oct, 2025"
41517,SKARDU,GB,SKARDU,0,"04 Oct, 2025"
41535,Abbotabad,KPK,Abbotabad,16,"03 Oct, 2025"
41506,CHITRAL,KPK,CHITRAL,3,"03 Oct, 2025"
41743,DADU,Sindh,DADU,2,"03 Oct, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,1,"03 Oct, 2025"
41598,JHELUM,Punjab,JHELUM,8,"03 Oct, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,5,"03 Oct, 2025"
41573,MURREE,Punjab,MURREE,24,"03 Oct, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,9,"03 Oct, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,3,"03 Oct, 2025"
41535,Abbotabad,KPK,Abbotabad,16,"02 Oct, 2025"
41506,CHITRAL,KPK,CHITRAL,3,"02 Oct, 2025"
41743,DADU,Sindh,DADU,2,"02 Oct, 2025"
41508,DIR,KPK,DIR,13,"02 Oct, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,1,"02 Oct, 2025"
41598,JHELUM,Punjab,JHELUM,8,"02 Oct, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,5,"02 Oct, 2025"
41573,MURREE,Punjab,MURREE,24,"02 Oct, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,9,"02 Oct, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,3,"02 Oct, 2025"
41535,Abbotabad,KPK,Abbotabad,10,"01 Oct, 2025"
41743,DADU,Sindh,DADU,2,"01 Oct, 2025"
41508,DIR,KPK,DIR,13,"01 Oct, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,0,"30 Sep, 2025"
41786,MITHI,Sindh,MITHI,1,"30 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,11,"26 Sep, 2025"
41567,Attock,Punjab,Attock,1,"26 Sep, 2025"
41506,CHITRAL,KPK,CHITRAL,4,"26 Sep, 2025"
41508,DIR,KPK,DIR,15,"26 Sep, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,9,"26 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,21,"26 Sep, 2025"
41573,MURREE,Punjab,MURREE,3,"26 Sep, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,13,"26 Sep, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,1,"26 Sep, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,17,"26 Sep, 2025"
41517,SKARDU,GB,SKARDU,0,"26 Sep, 2025"
41506,CHITRAL,KPK,CHITRAL,4,"25 Sep, 2025"
41573,MURREE,Punjab,MURREE,0,"23 Sep, 2025"
41573,MURREE,Punjab,MURREE,0,"22 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,2,"21 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,2,"20 Sep, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,1,"20 Sep, 2025"
41506,CHITRAL,KPK,CHITRAL,0,"20 Sep, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,2,"20 Sep, 2025"
41508,DIR,KPK,DIR,3,"20 Sep, 2025"
41516,GILGIT,GB,GILGIT,0,"20 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,2,"20 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,9,"20 Sep, 2025"
41573,MURREE,Punjab,MURREE,1,"20 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,3,"20 Sep, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"20 Sep, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,3,"20 Sep, 2025"
41593,SARGODHA,Punjab,SARGODHA,70,"20 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,2,"19 Sep, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,1,"19 Sep, 2025"
41506,CHITRAL,KPK,CHITRAL,0,"19 Sep, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,2,"19 Sep, 2025"
41508,DIR,KPK,DIR,3,"19 Sep, 2025"
41516,GILGIT,GB,GILGIT,0,"19 Sep, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"19 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,10,"19 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,9,"19 Sep, 2025"
41573,MURREE,Punjab,MURREE,1,"19 Sep, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,5,"19 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,3,"19 Sep, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"19 Sep, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,3,"19 Sep, 2025"
41506,CHITRAL,KPK,CHITRAL,1,"18 Sep, 2025"
41508,DIR,KPK,DIR,28,"18 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,1,"18 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,7,"18 Sep, 2025"
41506,CHITRAL,KPK,CHITRAL,1,"17 Sep, 2025"
41508,DIR,KPK,DIR,28,"17 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,1,"17 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,7,"17 Sep, 2025"
41573,MURREE,Punjab,MURREE,1,"15 Sep, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,6,"15 Sep, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,0,"14 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,1,"14 Sep, 2025"
41786,MITHI,Sindh,MITHI,2,"14 Sep, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,0,"13 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,1,"13 Sep, 2025"
41786,MITHI,Sindh,MITHI,2,"13 Sep, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,0,"12 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,1,"12 Sep, 2025"
41786,MITHI,Sindh,MITHI,2,"12 Sep, 2025"
41757,GWADAR,Balochistan,GWADAR,5,"11 Sep, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,1,"11 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,12,"11 Sep, 2025"
41786,MITHI,Sindh,MITHI,2,"11 Sep, 2025"
41520,ASTORE,GB,ASTORE,4,"09 Sep, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,7,"09 Sep, 2025"
41652,D G KHAN,Punjab,D G KHAN,11,"09 Sep, 2025"
41743,DADU,Sindh,DADU,24,"09 Sep, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,32,"09 Sep, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,1,"09 Sep, 2025"
41516,GILGIT,GB,GILGIT,0,"09 Sep, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,85,"09 Sep, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"09 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,9,"09 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,66,"09 Sep, 2025"
43535,Leh,Kashmir,Leh,3,"09 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,32,"09 Sep, 2025"
41786,MITHI,Sindh,MITHI,41,"09 Sep, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,5,"09 Sep, 2025"
41675,MULTAN,Punjab,MULTAN,58,"09 Sep, 2025"
41573,MURREE,Punjab,MURREE,0,"09 Sep, 2025"
43532,MUZAFFARABAD,Kashmir,MUZAFFARABAD,3,"09 Sep, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,30,"09 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,4,"09 Sep, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"09 Sep, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,1,"09 Sep, 2025"
41593,SARGODHA,Punjab,SARGODHA,1,"09 Sep, 2025"
41517,SKARDU,GB,SKARDU,1,"09 Sep, 2025"
41724,SUKKUR,Sindh,SUKKUR,22,"09 Sep, 2025"
43536,Srinagar,Kashmir,Srinagar,2,"09 Sep, 2025"
41783,THATTA,Sindh,THATTA,36,"09 Sep, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,10,"08 Sep, 2025"
41634,CHAKWAL,Punjab,CHAKWAL,26,"08 Sep, 2025"
41652,D G KHAN,Punjab,D G KHAN,21,"08 Sep, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,60,"08 Sep, 2025"
41743,DADU,Sindh,DADU,29,"08 Sep, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,20,"08 Sep, 2025"
41516,GILGIT,GB,GILGIT,0,"08 Sep, 2025"
41764,HYDERABAD,Sindh,HYDERABAD,10,"08 Sep, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,20,"08 Sep, 2025"
41598,JHELUM,Punjab,JHELUM,96,"08 Sep, 2025"
43534,Jammu,Kashmir,Jammu,23,"08 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,3,"08 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,6,"08 Sep, 2025"
43535,Leh,Kashmir,Leh,3,"08 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,5,"08 Sep, 2025"
41786,MITHI,Sindh,MITHI,60,"08 Sep, 2025"
41747,MOHENJO-DARO,Sindh,MOHENJO-DARO,15,"08 Sep, 2025"
41675,MULTAN,Punjab,MULTAN,15,"08 Sep, 2025"
41573,MURREE,Punjab,MURREE,2,"08 Sep, 2025"
41749,NAWABSHAH,Sindh,NAWABSHAH,10,"08 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,13,"08 Sep, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,32,"08 Sep, 2025"
41593,SARGODHA,Punjab,SARGODHA,14,"08 Sep, 2025"
41697,SIBBI,Balochistan,SIBBI,2,"08 Sep, 2025"
41517,SKARDU,GB,SKARDU,1,"08 Sep, 2025"
41724,SUKKUR,Sindh,SUKKUR,3,"08 Sep, 2025"
43536,Srinagar,Kashmir,Srinagar,6,"08 Sep, 2025"
41783,THATTA,Sindh,THATTA,47,"08 Sep, 2025"
41700,BAHAWALPUR,Punjab,BAHAWALPUR,2,"07 Sep, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,0,"07 Sep, 2025"
41516,GILGIT,GB,GILGIT,0,"07 Sep, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"07 Sep, 2025"
41598,JHELUM,Punjab,JHELUM,40,"07 Sep, 2025"
43534,Jammu,Kashmir,Jammu,0,"07 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,1,"07 Sep, 2025"
41786,MITHI,Sindh,MITHI,51,"07 Sep, 2025"
41675,MULTAN,Punjab,MULTAN,4,"07 Sep, 2025"
41573,MURREE,Punjab,MURREE,8,"07 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,0,"07 Sep, 2025"
41680,SAHIWAL,Punjab,SAHIWAL,0,"07 Sep, 2025"
41593,SARGODHA,Punjab,SARGODHA,0,"07 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,5,"06 Sep, 2025"
41508,DIR,KPK,DIR,12,"06 Sep, 2025"
41523,SAIDU SHARIF,KPK,SAIDU SHARIF,7,"06 Sep, 2025"
41516,GILGIT,GB,GILGIT,0,"05 Sep, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"05 Sep, 2025"
41786,MITHI,Sindh,MITHI,4,"05 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,1,"05 Sep, 2025"
41520,ASTORE,GB,ASTORE,1,"04 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,11,"04 Sep, 2025"
41516,GILGIT,GB,GILGIT,1,"04 Sep, 2025"
41598,JHELUM,Punjab,JHELUM,0,"04 Sep, 2025"
43534,Jammu,Kashmir,Jammu,87,"04 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,3,"04 Sep, 2025"
43535,Leh,Kashmir,Leh,5,"04 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,29,"04 Sep, 2025"
41573,MURREE,Punjab,MURREE,2,"04 Sep, 2025"
41530,PESHAWAR AIRPORT,KPK,PESHAWAR AIRPORT,0,"04 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,0,"04 Sep, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,0,"04 Sep, 2025"
41517,SKARDU,GB,SKARDU,2,"04 Sep, 2025"
43536,Srinagar,Kashmir,Srinagar,39,"04 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,20,"03 Sep, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,0,"03 Sep, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,3,"03 Sep, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,0,"03 Sep, 2025"
43534,Jammu,Kashmir,Jammu,87,"03 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,6,"03 Sep, 2025"
43535,Leh,Kashmir,Leh,11,"03 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,13,"03 Sep, 2025"
41573,MURREE,Punjab,MURREE,12,"03 Sep, 2025"
41574,RAWALAKOT,Kashmir,RAWALAKOT,9,"03 Sep, 2025"
41571,RAWALPINDI,Punjab,RAWALPINDI,4,"03 Sep, 2025"
41517,SKARDU,GB,SKARDU,4,"03 Sep, 2025"
43536,Srinagar,Kashmir,Srinagar,39,"03 Sep, 2025"
41520,ASTORE,GB,ASTORE,1,"02 Sep, 2025"
41535,Abbotabad,KPK,Abbotabad,38,"02 Sep, 2025"
41652,D G KHAN,Punjab,D G KHAN,31,"02 Sep, 2025"
41624,D-I-KHAN,KPK,D-I-KHAN,0,"02 Sep, 2025"
41508,DIR,KPK,DIR,27,"02 Sep, 2025"
41630,FAISALABAD,Punjab,FAISALABAD,2,"02 Sep, 2025"
43533,GARHI DOPATTA,Kashmir,GARHI DOPATTA,23,"02 Sep, 2025"
41577,ISLAMABAD,Islamabad,ISLAMABAD,100,"02 Sep, 2025"
41598,JHELUM,Punjab,JHELUM,0,"02 Sep, 2025"
43534,Jammu,Kashmir,Jammu,18,"02 Sep, 2025"
41780,KARACHI,Sindh,KARACHI,0,"02 Sep, 2025"
41640,LAHORE,Punjab,LAHORE,11,"02 Sep, 2025"
43535,Leh,Kashmir,Leh,0,"02 Sep, 2025"
41525,MALAM JABBA,KPK,MALAM JABBA,8,"02 Sep, 2025"
